entrez	symbol	length	CN10	CN11	CN12	CN13	CN14	CN1	CN15	CN16	CN2	CN3	CN4	CN5	CN6	CN7	CN8	CN9	CP10	CP11	CP12	CP13	CP14	CP1	CP15	CP16	CP17	CP18	CP19	CP20	CP21	CP22	CP23	CP24	CP2	CP3	CP4	CP5	CP6	CP7	CP8	CP9
101927815	LOC101927815	2508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
64478	CSMD1	14317	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287015	LOC100287015	2408	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	85	0	41	2	10	0	1	0	0	0	0	12	0	20	0	7	9	0	0	0	161	16	0	0	74
285	ANGPT2	5267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	0
100507530	MCPH1-AS1	4132	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	11	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
102465861	MIR8055	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100616372	MIR4659B	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389610	XKR5	5028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1672	DEFB1	463	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1671	DEFA6	468	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1669	DEFA4	619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449491	DEFA8P	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449492	DEFA9P	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
449493	DEFA10P	291	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1667	DEFA1	1494	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
728358	DEFA1B	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100287083	DEFT1P2	992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1668	DEFA3	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
724068	DEFA11P	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1670	DEFA5	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
349196	LINC00965	8622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128890	FAM66B	1432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100131980	ZNF705G	925	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100289462	DEFB4B	298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
441317	FAM90A7P	3688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392188	USP17L8	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
645836	USP17L3	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100302186	MIR548I3	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
157285	PRAG1	4714	57	43	0	33	18	10	0	0	9	0	0	28	14	6	1	0	0	0	115	24	0	0	0	0	91	0	0	1	7	0	25	0	0	77	0	98	16	59	87	53
9258	MFHAS1	5255	10	53	0	0	73	15	14	0	4	0	13	0	15	60	4	0	58	136	33	110	29	0	74	25	3	4	0	0	73	0	0	41	0	199	33	0	0	104	175	147
79660	PPP1R3B	5859	124	0	27	0	0	112	7	0	0	29	34	1	0	45	49	0	0	0	0	77	0	0	0	0	33	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
157627	LINC00599	2922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
406907	MIR124-1	85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
94137	RP1L1	7977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83595	SOX7	3278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
54984	PINX1	1570	0	6	0	73	4	0	1	0	0	0	26	1	0	112	55	871	0	118	0	0	34	0	239	158	84	0	14	0	23	0	40	71	1	18	459	0	1	42	10	202
100302166	MIR1322	71	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
286046	XKR6	4282	0	2	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0
693183	MIR598	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929269	LOC101929269	634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
83648	FAM167A	4093	0	18	0	0	331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0
1508	CTSB	4002	5018	1742	4348	5181	6306	3026	6862	8863	1115	1959	1836	3551	311	3871	4681	916	2621	1648	36	2512	1244	5977	812	1844	3329	422	1789	3	930	1016	1759	645	101	4	1388	2164	449	1296	578	2265
613210	DEFB136	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
613211	DEFB134	1096	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100133267	DEFB130B	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392196	LOC392196	1440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
392197	USP17L7	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
377630	USP17L2	1593	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
729689	FAM90A2P	790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
85002	FAM86B1	2438	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	11	0	0	0	0	11	0	11	0	0	0	1	0	3	4	0	0	0	0	0	0	4	0
649352	LOC649352	523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
245912	DEFB109A	189	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389633	FAM90A25P	1896	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
653333	FAM86B2	1267	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0
729732	LOC729732	3982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
91694	LONRF1	3545	8	0	45	1	0	0	0	0	0	0	0	34	0	54	0	0	12	0	0	1	0	0	225	0	84	0	0	0	0	0	48	22	0	0	0	140	0	0	0	0
100500870	MIR3926-1	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
340357	LOC340357	772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
10395	DLC1	9054	1778	1532	816	808	239	773	2006	6	89	255	101	1456	56	317	1594	1156	489	383	182	292	1394	4	638	398	2100	279	1126	2	722	0	606	1041	1	0	67	1879	2095	741	805	317
137868	SGCZ	7207	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
494332	MIR383	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4481	MSR1	5490	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	1	0	1	0	0
26281	FGF20	1016	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
29883	CNOT7	4312	208	209	799	525	257	292	284	2	163	1	77	302	4	77	302	661	1571	1396	1	724	961	0	799	240	248	397	423	42	504	93	359	983	1	27	698	558	84	747	293	477
9108	MTMR7	5287	12	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	95	1	0	10	0	137	0	8	0	0	0	0	0	0	0	0	0	186	0	0	0	2	0
57509	MTUS1	7791	110	0	2	0	0	0	1	0	15	29	84	0	2	2	0	0	7	0	0	427	221	0	180	2	69	39	0	0	62	0	18	87	1	0	201	0	0	250	0	23
100422850	MIR548V	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2267	FGL1	1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
427	ASAH1	3079	72	0	207	227	172	101	357	0	12	369	36	115	11	142	335	2	463	312	104	241	163	555	250	67	447	87	229	6	98	517	136	125	0	0	0	226	2	249	90	249
23362	PSD3	11828	224	272	507	665	853	534	642	9	114	403	69	470	43	4	176	338	0	387	10	259	60	1	122	182	1238	0	43	0	72	0	6	94	0	1	104	200	373	400	340	8
100128993	LOC100128993	1011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55790	CSGALNACT1	4887	0	45	0	133	0	0	0	0	1	0	0	0	0	28	0	0	278	0	0	1	69	0	0	0	0	1	36	0	8	0	18	258	0	0	0	0	0	10	0	0
6570	SLC18A1	2957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11178	LZTS1	5459	0	0	0	6	1	0	0	0	0	0	0	0	0	0	0	23	0	18	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	127	506	0	1	0
2675	GFRA2	3330	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	995	0	2	421	211	296	0	112	311	72	0	1	0	0	0	1	0	2	816	107	0	0	1	195
9046	DOK2	1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
79873	NUDT18	1519	1	18	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	78	0	0	0	0	0	0	0	1	0	0	0	0	0	79	0	0	0	0	0	0	0	0
55806	HR	5516	0	0	0	0	0	9	0	0	16	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
80346	REEP4	1716	68	119	21	56	0	139	95	0	4	0	37	127	2	16	32	3	384	0	9	0	572	0	43	413	146	7	237	0	221	2	373	529	0	0	0	131	0	380	386	747
203190	LGI3	3266	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9796	PHYHIP	3337	0	0	43	32	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0
407037	MIR320A	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507071	LOC100507071	515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
55909	BIN3	1847	236	135	20	51	67	85	192	1	20	244	0	358	0	40	138	1002	201	172	52	1	167	0	167	4	374	0	142	0	48	0	231	55	0	1	466	262	26	280	259	77
80094	BIN3-IT1	1839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1960	EGR3	4504	19	0	28	0	27	5	166	0	0	0	0	55	0	0	45	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	1	0	0
157310	PEBP4	894	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8795	TNFRSF10B	4152	199	419	139	451	218	196	231	1	79	347	289	311	104	160	81	223	607	183	1	96	424	345	128	259	49	6	306	2	95	0	265	223	1	1	615	237	40	393	133	462
8793	TNFRSF10D	3538	41	472	565	1764	1422	595	131	588	116	454	280	667	1	292	735	299	0	47	29	3	234	13	56	92	127	5	208	2	272	214	298	146	0	2	762	301	140	398	115	373
8797	TNFRSF10A	1750	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	65	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
4017	LOXL2	3810	1807	927	4347	1672	2979	1550	1704	5833	419	73	269	2719	1834	633	3155	326	3640	1483	56	1869	1659	3039	504	1106	1488	1143	1554	1	1355	1638	1064	1067	1	6	2215	1268	679	1448	1741	2032
9583	ENTPD4	5897	201	335	521	36	361	33	427	0	10	513	24	217	194	133	220	0	0	31	190	165	156	6	498	54	178	0	251	0	48	1	31	190	0	0	156	425	6	161	266	138
4824	NKX3-1	3281	0	0	34	0	0	0	0	1	0	0	1	0	0	0	0	0	1	160	2	0	0	1	0	0	0	0	1	3	642	0	51	0	7	0	34	1	0	74	5	0
137814	NKX2-6	906	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6781	STC1	3877	441	212	1	482	2356	7	2870	6	749	213	229	19	4	269	3008	375	1506	3569	126	407	1359	909	1622	396	142	19	204	3	7978	349	1964	996	4	2	6721	640	4	523	2951	779
101929294	LOC101929294	887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929315	LOC101929315	942	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4747	NEFL	3840	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
102465506	MIR6841	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2796	GNRH1	2150	0	0	0	56	0	0	0	0	0	0	0	0	0	0	0	468	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
54793	KCTD9	3401	31	88	95	0	143	28	149	207	4	51	0	69	5	22	29	29	476	92	53	144	60	1	115	52	75	55	95	0	82	0	33	100	0	1	163	246	20	168	167	94
64641	EBF2	4872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	208	1	75	0	0	0	5	62	318	0	0	17	222	0	118	0	0	171	52	0	0	50	0
157489	SDAD1P1	3173	0	0	0	0	0	21	1	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	1	0	0	0	2	0	0	1	0	3	0	0	0	1	0	0	0	73
10687	PNMA2	4846	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	203	1	19	0	202	0	0	37	0	0	0	0	72	0
148	ADRA1A	8144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
81551	STMN4	2395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23087	TRIM35	4230	39	102	119	7	0	0	1	1	15	2	48	112	58	87	32	0	0	0	0	165	0	0	88	0	3	58	0	1	27	0	91	0	0	0	232	104	0	26	36	209
1135	CHRNA2	4127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1191	CLU	3303	317	554	43	522	112	167	343	137	51	597	650	314	126	376	292	4	0	336	22	666	594	4381	225	14	5	934	96	0	2	264	11	305	1	2	239	652	182	20	229	347
102465508	MIR6843	151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100500871	MIR3622B	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55246	CCDC25	3640	429	175	157	334	108	245	313	1	26	110	95	70	56	192	108	48	35	328	65	182	364	27	341	202	564	329	167	1	319	199	124	268	1	131	526	377	158	188	53	355
55872	PBK	2150	1	0	188	0	1	0	2	4	10	123	0	69	1	1	3	1799	903	1218	9	1	669	2	348	763	0	488	570	0	538	335	491	1637	1	5	1	1556	1	1417	711	1210
286133	SCARA5	4151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422828	MIR4287	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
389643	NUGGC	3887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55893	ZNF395	4802	99	24	185	67	141	1	0	518	33	30	0	69	0	22	62	1	1	0	0	213	2	2	35	21	208	3	61	0	0	1	17	0	0	0	0	0	2	1	82	0
157574	FBXO16	1346	0	0	0	0	0	0	0	0	13	0	0	1	0	0	0	0	0	0	0	81	51	0	0	0	88	0	0	0	10	27	0	0	0	0	28	0	0	1	0	27
100422903	MIR4288	67	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929402	EXTL3-AS1	780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
55756	INTS9	2796	7	323	410	153	37	89	0	0	0	0	44	63	179	0	42	944	539	131	30	0	1	0	0	0	197	0	0	0	88	0	157	0	0	0	409	0	2	58	0	43
23303	KIF13B	8766	0	50	0	0	41	0	0	0	19	0	0	0	0	0	26	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	72	0	0	1	12	0	482	0	69	0
1846	DUSP4	7341	0	0	288	0	0	34	310	0	0	30	110	18	0	28	1	0	0	0	1	96	83	2	0	46	2	53	0	0	397	0	389	0	0	0	157	0	1	50	0	237
619351	LINC00589	1398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929470	LOC101929470	1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100422876	MIR3148	77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
51669	SARAF	2155	462	262	1210	2049	1066	689	1806	0	285	1060	499	823	272	418	903	2	1901	792	7	499	953	968	392	226	522	98	333	1	450	745	462	1053	2	90	1763	1754	194	870	632	1333
619373	MBOAT4	1663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100128750	RBPMS-AS1	909	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	3	0	0	0	65	0	34	0	37
2961	GTF2E2	1536	121	128	366	209	0	91	0	0	14	0	10	0	0	34	71	1	0	128	0	0	61	348	127	0	163	0	85	0	41	25	101	122	0	0	152	344	3	13	112	110
2936	GSR	3160	73	53	67	403	227	149	57	0	30	8	23	63	6	29	0	0	387	119	5	124	28	31	218	17	10	3	85	0	39	0	84	106	1	0	160	288	3	25	75	74
5516	PPP2CB	1970	105	420	508	705	680	276	229	103	203	120	39	147	0	134	336	12	655	30	59	349	579	63	320	309	257	1567	153	1	165	199	524	404	1	0	660	628	3	217	227	276
56154	TEX15	10112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29942	PURG	3771	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	8	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
84750	FUT10	3547	0	0	973	166	0	0	0	0	0	0	0	192	0	0	0	0	1	128	0	0	118	0	257	0	52	0	0	0	0	0	0	0	0	0	36	0	0	58	0	162
80185	TTI2	2814	0	34	0	117	0	35	298	1	32	6	19	0	0	3	8	0	207	44	0	297	353	0	1	79	165	0	67	0	191	1	92	0	1	1	132	311	0	64	204	238
79845	RNF122	1872	1	0	0	0	1	0	8	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	4	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0
78986	DUSP26	2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
101929550	LOC101929550	5391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
100507420	LINC01605	2177	636	92	712	469	428	26	388	0	10	0	13	203	4	3	96	1	1	376	4	112	41	0	117	0	111	579	138	0	51	0	14	117	0	0	185	265	33	43	56	0
102723701	LOC102723701	2086	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	104	0	0	0	0	0	0	0	0	0
728024	LOC728024	1491	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	2	0	0	0	0	0	1	9	0	0	1	0	0	0	0	4	0	0	1	0	0	36	0	0
55290	BRF2	2000	0	0	0	92	2	90	253	0	14	242	2	101	144	0	38	0	0	150	61	118	0	0	1	0	105	1	0	0	75	0	51	2	0	0	0	196	5	35	94	117
80223	RAB11FIP1	7856	0	1	18	0	0	0	0	0	0	0	0	0	0	0	0	1	86	1	10	382	0	0	0	0	61	5	0	0	0	0	9	219	0	0	0	0	0	18	0	0
137362	GOT1L1	1377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
155	ADRB3	2646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6770	STAR	2695	1133	1	3	6377	3	86	173	224	208	0	129	902	1273	153	2	3	0	0	0	302	0	0	0	0	0	1	0	0	0	2	0	0	1	0	1	3	3	0	0	0
27257	LSM1	1161	495	342	558	414	158	252	649	1	56	0	159	279	130	240	237	20	373	511	6	720	771	4	793	185	446	432	248	1	168	0	389	416	0	323	984	951	27	519	272	1007
